cityid,name,locality,cost,cuisine,votes,rating
13,Kabhi B,"Vandematram Complex,Gota, North Ahmedabad",200,"Desserts,  Bakery and Confectionary,  Fast Food",4,5
13,Kabir Restaurant,"JB Tower,Drive in Road, West Ahmedabad",800,"North Indian,  Chinese,  Continental,  Fast Food",77,4.5
13,Kaboose,"Elite Business Hub,Sola, North Ahmedabad",800,"North Indian,  Chinese,  Continental,  Italian,  Drinks",19,4.5
13,Kaffee - Mast Hai,"Shree Balaji Agora Mall,Chandkheda, North Ahmedabad",700,"Italian,  Continental,  Mexican",195,4.2
13,Kalapi,"Lal Darwaja, Central Ahmedabad",600,"North Indian,  Chinese,  Continental",2,3
13,Katori Kitchens,"Malabar County II,Chandlodia, North Ahmedabad",700,"North Indian,  Italian,  Fast Food",12,4.3
13,Khana Khazana,"Hotel Inder Residency,Ellis Bridge, Central Ahmedabad",1200,"North Indian,  Italian,  Continental,  Asian",26,3.6
13,Khichdi Etc,"Campus Corner 1,Prahlad Nagar, West Ahmedabad",500,"North Indian,  Gujarati",3,4.7
13,Khichdi Etc,"Gala Business Center,Navrangpura, West Ahmedabad",500,"North Indian,  Health Food",3,5
13,Khichdi Etc,"Maninagar, East Ahmedabad",500,"North Indian,  Chinese,  Mexican,  Gujarati",18,4.5
13,Kitchen Story,"Sola, North Ahmedabad",1000,"North Indian,  Fast Food,  Chinese",24,4
13,Kovallam,"Navrangpura, West Ahmedabad",700,South Indian,83,4.3
13,Kovallam,"Privilon,Bopal, West Ahmedabad",700,South Indian,13,4.3
13,Kunal Restaurant,"Ashram Road, Central Ahmedabad",700,"North Indian,  Chinese,  Continental",26,4.2
13,La Patron Cafe,"Ellis Bridge, Central Ahmedabad",700,"Mexican,  Italian,  Fast Food,  Shakes",120,4.4
13,La'Freno Pizza,"Shivalik Yash Complex,Naranpura, North Ahmedabad",500,"Fast Food,  Pizza",5,4.2
13,Latte@Work,"Courtyard by Marriott,Bodakdev, West Ahmedabad",500,"Juice,  Shakes",1,5
13,Leaf Restaurant,"Riverview Hotel,Ashram Road, Central Ahmedabad",1300,"Multi-Cuisine,  North Indian,  Chinese,  Continental,  Fast Food",20,3.4
13,Legends Of Punjab,"Silver Radiance,Bodakdev, West Ahmedabad",1000,North Indian,5,4.5
13,Lil' Heaven Cafe,"Harmony Icon,Thaltej, West Ahmedabad",600,"North Indian,  Italian,  Continental,  Chinese,  Mexican,  Fast Food",82,3.8
13,Little Italy,"Bodakdev, West Ahmedabad",1400,"Italian,  Mexican",118,4.3
13,M.A.D by Tomato's,"Sumel Complex,Bodakdev, West Ahmedabad",1200,"North Indian,  Chinese,  Continental,  Asian,  Pizza",91,4.3
13,M.L.F Franco,"Shivam Complex,Navrangpura, West Ahmedabad",400,"Fast Food,  Coffee,  Chinese,  Barbecue",103,4.2
13,Mad Over Grills,"Town Plaza,Nikol, East Ahmedabad",800,North Indian,76,4.5
13,Maharaj Dining Hall,"Adalaj Gandhinagar, North Ahmedabad",700,"Multi-Cuisine,  North Indian,  Chinese,  Gujarati",19,3.8
13,Makeba The Lounge Cafe,"3rd Eye Vision,Panjrapole, West Ahmedabad",800,"Multi-Cuisine,  North Indian,  Italian,  Continental,  Thai,  Mexican,  Fast Food",245,4.5
13,Marky Momos,"Neelkanth Palace,Prahlad Nagar, West Ahmedabad",900,"Chinese,  Fast Food",24,4.2
13,Marky Momos,"Sparsh Arcade,Chandkheda, North Ahmedabad",900,"Chinese,  Fast Food,  Pizza,  Burger,  Shakes",38,4.1
13,Masala Kitchen,"The Cloud Hotel,Maninagar, East Ahmedabad",800,"Multi-Cuisine,  North Indian,  Chinese,  Continental,  South Indian,  Thai,  Seafood",24,4.2
13,Massala Theoryy,"Bodakdev, West Ahmedabad",800,"North Indian,  Italian,  Chinese,  Continental,  Mexican,  Indian Cuisine",41,4.2
13,Masty Foods,"S G Highway, West Ahmedabad",500,"North Indian,  Chinese,  Seafood,  Mughlai,  Barbecue,  Biryani",8,4
13,Mauve,"Bodakdev, West Ahmedabad",1000,"Continental,  Italian,  Asian",2,4.5
13,Mirch Masala,"Ashram Road, Central Ahmedabad",800,"North Indian,  Mughlai",1,5
13,Mirch Masala,"Chandan Complex,Navrangpura, West Ahmedabad",1400,"North Indian,  Mughlai",50,4.3
13,Mirch Masala,"Prime Square,Maninagar, East Ahmedabad",1400,"North Indian,  Mughlai",38,4.4
13,Mirch Masala,"Sachet 4,Prahlad Nagar, West Ahmedabad",1400,"North Indian,  Mughlai",80,4.3
13,Mirch Masala,"Sola, North Ahmedabad",800,"North Indian,  Mughlai",6,4.2
13,Mirch Masala,"Sumel Complex,Bodakdev, West Ahmedabad",1400,"North Indian,  Mughlai",88,4.4
13,Mirch Masala,"Vitthal Mall,Chandkheda, North Ahmedabad",1400,"North Indian,  Mughlai",61,4.4
13,Mitti Ke Rang,"Chandkheda, North Ahmedabad",800,"North Indian,  Chinese,  Continental,  Italian",168,4.5
13,Mleko,"Navrangpura, West Ahmedabad",700,"Desserts,  Shakes,  Fast Food",31,4.6
13,MoMo Cafe,"Courtyard Marriott,Satellite, West Ahmedabad",2000,"North Indian,  Multi-Cuisine,  Continental,  American",65,4.1
13,Moca Cabana,"4D Square Mall,Motera, North Ahmedabad",700,"Fast Food,  Coffee,  Tea,  Shakes",51,4.1
13,Mocha,"Devashish Business Park,Bodakdev, West Ahmedabad",800,"Continental,  North Indian,  Italian,  Desserts,  Fast Food",148,4.5
13,Mocha,"Gandhinagar, North Ahmedabad",800,"Continental,  North Indian,  Italian,  Desserts,  Fast Food",107,4.4
13,Mocha,"Vasant Baug Society,Navrangpura, West Ahmedabad",800,"Continental,  North Indian,  Italian,  Desserts,  Fast Food",125,4.5
13,Mr and Mrs Somani,"The Grand Bhagwati Hotel,Bodakdev, West Ahmedabad",1500,"North Indian,  Chinese,  Continental",221,4.3
13,Mysore Express,"Nikol, East Ahmedabad",200,South Indian,6,5
13,Neel Kamal Snacks And Coffee Bar,"Gurukul, West Ahmedabad",600,"Street Food,  Fast Food,  Gujarati",11,4.6
13,New Egg World,"Gota, North Ahmedabad",500,Fast Food,7,4.3
13,Nini's Kitchen,"3rd Eye Vision,Panjrapole, West Ahmedabad",1400,"North Indian,  Italian,  Continental,  Lebanese,  Shakes",150,4.3
13,Nini's Kitchen,"Chandkheda, North Ahmedabad",1400,"North Indian,  Italian,  Continental,  Lebanese,  Shakes",43,4.5
13,Nini's Kitchen,"Venus Atlantis Business Park,Prahlad Nagar, West Ahmedabad",1400,"North Indian,  Italian,  Continental,  Lebanese,  Shakes",71,4.4
13,No Great Shakes,"Rivera Arcade,Prahlad Nagar, West Ahmedabad",500,"Shakes,  Ice Cream,  Fast Food",38,4.3
13,Numeron Restaurant,"Shivalik Business Centre,Bodakdev, West Ahmedabad",800,"North Indian,  Chinese,  Italian,  Continental",142,4.3
13,Orchid by Fortune Inn Haveli,"Fortune Inn Haveli,Gandhinagar, North Ahmedabad",1000,"North Indian,  Continental,  Oriental ",33,4.3
13,Pabrai's Fresh And Naturelle,"Chinmay Crystal Tower,Vastrapur, West Ahmedabad",400,"Desserts,  Ice Cream,  Shakes",1,5
13,Palacio,"7 Wonders Hotel,Gandhinagar, North Ahmedabad",1000,"North Indian,  Chinese,  Continental,  Italian,  Mexican,  Barbecue,  Sizzlers",32,4.5
13,Palatine Restaurant,"Thaltej, West Ahmedabad",800,"Multi-Cuisine,  North Indian,  Italian,  Chinese,  Continental,  South Indian,  Thai,  Mexican,  Oriental ",21,4.3
13,Palms Kitchen,"Fairfield by Marriott,Usmanpura, Central Ahmedabad",1500,"North Indian,  Oriental ,  Chinese,  South Indian",38,4.1
13,Parosa,"Adalaj Gandhinagar, North Ahmedabad",800,"North Indian,  Chinese,  Continental,  Mexican",48,4.1
13,Parosa,"Silver Radiance,Bodakdev, West Ahmedabad",800,"North Indian,  Chinese,  Continental,  Italian",274,4.2
13,Pepper Fusion,"Thaltej, West Ahmedabad",1000,"North Indian,  Chinese,  Continental,  Italian,  Mexican",67,4.3
13,Pizza Point,"Bapunagar, East Ahmedabad",500,"Pizza,  Fast Food",11,3.1
13,Pizza Tune,"Jyoti Plaza,Satellite, West Ahmedabad",400,"Pizza,  Italian,  Fast Food",5,3.2
13,Pizza Tune,"Neelkanth Palace,Prahlad Nagar, West Ahmedabad",400,"Pizza,  Italian,  Fast Food",14,3.4
13,Pizza Tune,"Shukan Platinum Complex,Gota, North Ahmedabad",400,"Pizza,  Fast Food",9,3.1
13,Pizza Zone,"Aishwarya Complex,Maninagar, East Ahmedabad",500,"Pizza,  Italian,  Fast Food",5,2.6
13,Pizza Zone,"Paldi, Central Ahmedabad",500,"Pizza,  Italian,  Fast Food",17,4
13,Pizza Zone Classic Pizzeria,"Maple Trade Center,Thaltej, West Ahmedabad",500,"Pizza,  Italian,  Fast Food",3,4.5
13,Pomo's Pizza,"Maninagar, East Ahmedabad",600,"Italian,  Pizza",20,3.6
13,Pomo's Pizza,"Town Plaza,Nikol, East Ahmedabad",600,"Italian,  Pizza",15,2.7
13,Prelude,"Bodakdev, West Ahmedabad",900,"Italian,  Pizza,  Mexican",30,4.4
13,President Lounge,"Gandhinagar, North Ahmedabad",1000,Italian,31,4.3
13,Prime Dine,"Satellite, West Ahmedabad",600,"North Indian,  Chinese,  Continental,  Italian,  Thai,  Mexican",105,4.4
13,Prithvi Restaurant,"Prithvi Hotel,Maninagar, East Ahmedabad",600,"Multi-Cuisine,  North Indian,  Chinese,  Continental,  South Indian,  Barbecue",8,3.7
13,Puffizza,"Campus Corner 1,Prahlad Nagar, West Ahmedabad",700,"Pizza,  Italian",38,4
13,Puffizza,"Chandkheda, North Ahmedabad",700,"Pizza,  Italian",23,3.9
13,Puffizza,"Ellis Bridge, Central Ahmedabad",700,"Pizza,  Italian",17,4.6
13,Puffizza,"Kairos,Gurukul, West Ahmedabad",700,"Pizza,  Italian",63,4.1
13,Puffizza,"Maninagar, East Ahmedabad",700,"Pizza,  Italian",2,4.5
13,Puffizza,"Orchid Centre,Bopal, West Ahmedabad",700,"Pizza,  Italian",12,4.6
13,Punjabiyat,"Time Square 2,Bodakdev, West Ahmedabad",1300,North Indian,32,4.5
13,R Kitchen,"Renaissance,Sola, North Ahmedabad",1800,"North Indian,  Continental,  Asian",35,4.4
13,R.K. Egg Eatery,"Himalaya Arcade,Vastrapur, West Ahmedabad",300,"Fast Food,  Street Food",18,3.7
13,Radhika's Authentic South Indian Food,"Camps Corner 2,Prahlad Nagar, West Ahmedabad",500,South Indian,95,4.4
13,Radhika's Authentic South Indian Food,"Drive in Road, West Ahmedabad",500,South Indian,60,4.3
13,Radhika's Authentic South Indian Food,"Gold Leaf Complex,Navrangpura, West Ahmedabad",500,South Indian,116,4.6
13,Raghuvansi Thal,"Sundaram Arcade,Sola, North Ahmedabad",500,Gujarati,10,3.9
13,Rajvee Food Corner,"Pratik Mall,Gandhinagar, North Ahmedabad",600,"North Indian,  Chinese,  Fast Food",4,5
13,Rangeen,"Satellite, West Ahmedabad",2000,"Multi-Cuisine,  Italian,  Continental,  European,  Modern Indian",55,4.6
13,Ranu's Kitchen,"Gota, North Ahmedabad",1100,"North Indian,  Italian,  Continental,  Oriental ,  Chinese",31,4.9
13,Rasam - The Garden Restaurant,"Gota, North Ahmedabad",600,"North Indian,  Chinese,  Continental",10,4.1
13,Rasna Restaurant,"Maninagar, East Ahmedabad",700,"North Indian,  Chinese,  Continental,  South Indian,  Desserts,  Ice Cream",3,5
13,Recess Cafe,"Armoise Hotel,Navrangpura, West Ahmedabad",700,"North Indian,  Fast Food,  Italian,  Shakes",3,4.2
13,Rio Restaurant & Banquet,"Brahmkshtriya Society,Ellis Bridge, Central Ahmedabad",600,"North Indian,  Chinese,  Continental",25,4.4
13,Ristretto - Behind The Rods,"Maharaja Palace,Navrangpura, West Ahmedabad",1000,"Italian,  Continental,  Indian Cuisine,  North Indian,  Fast Food,  Coffee,  Pizza",322,4.5
13,Riviera Restaurant,"Ashram Road, Central Ahmedabad",900,"North Indian,  Chinese,  Continental",42,4.3
13,Roastery Cultur,"Bodakdev, West Ahmedabad",600,"Coffee,  Fast Food",5,4.8
13,SN Blu,"Shailly Complex,Thaltej, West Ahmedabad",1000,"Multi-Cuisine,  Italian,  Continental,  Mexican,  Indian Cuisine",8,4.3
13,Saffron,"Samudra Complex,Navrangpura, West Ahmedabad",800,"North Indian,  Barbecue",67,4.2
13,Saffron,"Sankalp Square 2,Paldi, Central Ahmedabad",800,"North Indian,  Chinese,  Fast Food",236,4.1
13,Saffron,"Sankalp Square Building,Gurukul, West Ahmedabad",800,"North Indian,  Barbecue",58,3.8
13,Saffron,"Silver Radiance,Bodakdev, West Ahmedabad",800,North Indian,22,3.9
13,Sam's Pizza,"Bodakdev, West Ahmedabad",600,"Pizza,  Italian,  Desserts",1,5
13,Sam's Pizza,"Empire Hub,Ghodasar, East Ahmedabad",600,"Pizza,  Italian",7,3.9
13,Sam's Pizza,"Lakhani Chambers,Bapunagar, East Ahmedabad",600,"Pizza,  Italian,  Desserts,  Ice Cream",12,3.6
13,Sam's Pizza,"Maple Trade Center,Thaltej, West Ahmedabad",600,"Pizza,  Italian,  Fast Food",23,4
13,Sam's Pizza,"Shivalik Plaza,Ambawadi, West Ahmedabad",600,"Pizza,  Italian",147,4.3
13,Sam's Pizza,"Vastral, East Ahmedabad",600,"Pizza,  Italian",1,5
13,Sam's Pizza,"Vraj Avenue,Navrangpura, West Ahmedabad",600,"Pizza,  Italian",80,4.2
13,Sankalp,"Dev Aurum,Prahlad Nagar, West Ahmedabad",500,South Indian,220,4.2
13,Sankalp,"Embassy Market,Navrangpura, West Ahmedabad",500,South Indian,20,4.3
13,Sankalp,"Empire Hub,Ghodasar, East Ahmedabad",500,South Indian,72,4.2
13,Sankalp,"Gokul Complex,Gurukul, West Ahmedabad",500,South Indian,26,4.3
13,Sankalp,"Hariom Complex,Maninagar, East Ahmedabad",500,South Indian,20,4.1
13,Sankalp,"Lakhani Chambers,Bapunagar, East Ahmedabad",500,"South Indian,  Desserts,  Biryani",31,4
13,Sankalp,"Navrangpura, West Ahmedabad",500,South Indian,8,4.4
13,Sankalp,"Odhav, East Ahmedabad",500,South Indian,13,4.7
13,Sankalp,"Samir Building,Navrangpura, West Ahmedabad",500,South Indian,53,4.5
13,Sankalp,"Sankalp House,Bodakdev, West Ahmedabad",500,South Indian,47,4.2
13,Sankalp,"Sankalp Square 2,Paldi, Central Ahmedabad",500,South Indian,175,4.1
13,Sankalp,"Shapath Hexa,Sola, North Ahmedabad",500,South Indian,25,4.5
13,Sante Spa Cuisine,"Bodakdev, West Ahmedabad",900,Health Food,9,4.7
13,Sazzy Sizzlers,"Thaltej, West Ahmedabad",1100,"Italian,  Chinese,  Sizzlers,  Continental,  Mexican",127,4.4
13,Shakti - The Sandwich Shop,"Aryan Work Spaces,Navrangpura, West Ahmedabad",400,Fast Food,35,4.3
13,Shakti - The Sandwich Shop,"Odhav, East Ahmedabad",400,Fast Food,6,4.4
13,Shivshakti Dhaba,"Bodakdev, West Ahmedabad",500,"North Indian,  Chinese,  Gujarati,  Rajasthani",63,3.6
13,Shree Annapurna Corner,"Maninagar, East Ahmedabad",500,"North Indian,  Chinese,  Street Food,  Fast Food",97,4.5
13,Shree Annapurna Snacks,"Maninagar, East Ahmedabad",400,"Fast Food,  Chinese",26,4.5
13,Shree Balaji Garden Restaurant,"Thaltej, West Ahmedabad",700,"Multi-Cuisine,  North Indian,  Chinese,  Gujarati",12,4.1
13,Shree Mahendra Thaal,"Binori Ambit Building,Thaltej, West Ahmedabad",900,"Gujarati,  Desserts,  Mithai",142,4.4
13,Shree Marutinandan,"3rd Eye-2,Navrangpura, West Ahmedabad",700,"Multi-Cuisine,  North Indian,  Chinese,  Gujarati",39,4.1
13,Shree Marutinandan,"Bodakdev, West Ahmedabad",700,"Multi-Cuisine,  North Indian,  Chinese,  Gujarati",29,4.2
13,Shree Marutinandan,"Dev Aurum,Prahlad Nagar, West Ahmedabad",700,"Multi-Cuisine,  North Indian,  Chinese,  Gujarati",59,4
13,Shree Marutinandan,"Ghatlodia, West Ahmedabad",700,"Multi-Cuisine,  North Indian,  Chinese,  Gujarati",19,3.8
13,Shree Marutinandan,"Ghodasar, East Ahmedabad",700,"Multi-Cuisine,  North Indian,  Chinese,  Gujarati",37,3.7
13,Shree Marutinandan,"Gota, North Ahmedabad",700,"Multi-Cuisine,  North Indian,  Chinese,  Gujarati",32,3.9
13,Shree Marutinandan,"Maninagar, East Ahmedabad",700,"Multi-Cuisine,  North Indian,  Chinese,  Gujarati",41,3.9
13,Shree Marutinandan,"Motera, North Ahmedabad",700,"Multi-Cuisine,  North Indian,  Chinese,  Gujarati",46,3.8
13,Shree Marutinandan,"Naranpura, North Ahmedabad",700,"Multi-Cuisine,  North Indian,  Chinese,  Gujarati",45,4.3
13,Shree Marutinandan,"Naroda, North Ahmedabad",700,"Multi-Cuisine,  North Indian,  Chinese,  Gujarati",6,3.8
13,Shree Marutinandan,"Nikol, East Ahmedabad",700,"Multi-Cuisine,  North Indian,  Chinese,  Gujarati",11,3.4
13,Shree Marutinandan,"Subhash Bridge, North Ahmedabad",700,"Multi-Cuisine,  North Indian,  Chinese,  Gujarati",38,4.3
13,Shree Marutinandan,"Trinity Building,Thaltej, West Ahmedabad",700,"Multi-Cuisine,  North Indian,  Chinese,  Gujarati",41,4.1
13,Silver Dew,"Hotel Silver Cloud,New Wadaj, North Ahmedabad",700,"Multi-Cuisine,  North Indian,  Chinese,  Continental,  South Indian,  Gujarati",4,4.1
13,Silver Dine,"Hotel Platinum Inn,Vasna, West Ahmedabad",900,"North Indian,  Chinese,  Italian,  Continental,  South Indian,  Thai,  Mexican",103,4.4
13,Silver Leaf,"Cama Hotel,Khanpur, Central Ahmedabad",1200,"Multi-Cuisine,  North Indian,  Continental,  Mexican,  European,  Oriental ",29,4
13,Simply Meaty,"Sun South Park,Bopal, West Ahmedabad",600,"North Indian,  Mughlai",10,4.1
13,Sizzante,"Shilp Aaron Complex,Bodakdev, West Ahmedabad",1000,"Multi-Cuisine,  Italian,  Continental,  Seafood,  Oriental ,  Sizzlers",243,4.4
13,Sizzling Pizza,"Vastrapur, West Ahmedabad",500,"Pizza,  Fast Food",24,4.3
13,Sizzling Shihai,"Shree Balaji Agora Mall,Chandkheda, North Ahmedabad",1200,"Japanese,  Asian,  Oriental ,  Chinese,  Thai",284,4.4
13,Sky Cake & Cafe,"Gandhinagar, North Ahmedabad",400,"Desserts,  Bakery and Confectionary,  Pizza",2,5
13,Soulmate,"Navrangpura, West Ahmedabad",2100,"Multi-Cuisine,  North Indian,  Italian,  Oriental ",69,4.6
13,South Leaf,"Shapath IV,Prahlad Nagar, West Ahmedabad",800,South Indian,30,4.1
13,Southern Grub - The Taste of South,"Sola, North Ahmedabad",500,"South Indian,  Fast Food,  Pizza",21,4
13,Sphere Lounge,"Ambawadi, West Ahmedabad",800,"Continental,  Italian,  Fast Food",97,4.5
13,Sphere Lounge,"Ramada Hotel,Prahlad Nagar, West Ahmedabad",1000,"Continental,  Italian,  Fast Food",75,4.4
13,Spice Affair,"Hotel German Palace,Gandhinagar, North Ahmedabad",800,"Multi-Cuisine,  Fast Food,  North Indian,  Italian,  Continental,  Asian",35,4
13,Spicia Restaurant,"Radhe Shopping Mall,Maninagar, East Ahmedabad",900,"North Indian,  Chinese,  Seafood",12,4.3
13,Stuff's Food,"Naranpura, North Ahmedabad",600,North Indian,3,4
13,Stuff's Food,"Rivera Arcade,Prahlad Nagar, West Ahmedabad",600,North Indian,7,5
13,Subway,"Vrundavan Heights,Gota, North Ahmedabad",500,Health Food,1,5
13,Sugarless Life,"Dynamic House,Navrangpura, West Ahmedabad",500,"Italian,  Desserts,  Bakery and Confectionary",14,4
13,Sundew,"Ramada Hotel,Prahlad Nagar, West Ahmedabad",1200,"North Indian,  Chinese,  Italian,  Continental,  Fast Food",55,4.1
13,Taco Bell,"Ahmedabad One Mall,Vastrapur, West Ahmedabad",500,"Mexican,  American,  Fast Food",9,3.8
13,Tea Post,"JB Tower,Drive in Road, West Ahmedabad",300,"Fast Food,  Tea",2,3
13,Temptt Restro And Cafe,"Chandkheda, North Ahmedabad",1300,"North Indian,  Italian,  Mexican,  Fast Food",147,4.5
13,Tephra Lounge Restaurant & Cafe,"Bodakdev, West Ahmedabad",600,"Multi-Cuisine,  North Indian,  Italian,  Chinese,  Mexican",78,4
13,Terra,"Bodakdev, West Ahmedabad",1200,"Mexican,  Continental,  Mediterranean",43,4.5
13,Terracotta,"Pramukh Arcade 2,Gandhinagar, North Ahmedabad",1000,"North Indian,  Chinese,  Continental,  Italian,  Mexican",84,4.4
13,"The 7 Waves, Resto & Cafe","Adalaj Gandhinagar, North Ahmedabad",1000,"North Indian,  Mexican,  Asian,  Fast Food",3,3
13,The Bent Spoon,"3 by OYO - Nami Residency,Ellis Bridge, Central Ahmedabad",800,"Multi-Cuisine,  North Indian,  Chinese,  Continental,  Thai,  Gujarati,  Finger Food",16,3.2
13,The Cafe Baraco,"Time Square 2,Bodakdev, West Ahmedabad",600,"Italian,  Chinese,  Continental,  Mexican,  Fast Food,  Pizza,  Shakes",47,4.1
13,The Chocolate Room,"Bodakdev, West Ahmedabad",500,"Desserts,  Coffee,  Ice Cream,  Fast Food,  Shakes",1,5
13,The Chocolate Room,"Isanpur, South Ahmedabad",500,"Desserts,  Coffee,  Ice Cream,  Fast Food,  Shakes",11,3.5
13,The Chocolate Room,"Krishna Heights,Gota, North Ahmedabad",500,"Desserts,  Coffee,  Ice Cream,  Fast Food,  Shakes",23,4.2
13,The Chocolate Room,"Naranpura, North Ahmedabad",500,"Desserts,  Coffee,  Ice Cream,  Fast Food,  Shakes",5,2.8
13,The Chocolate Room,"Ozone Solitaire,Sola, North Ahmedabad",500,"Desserts,  Coffee,  Ice Cream,  Fast Food,  Shakes",23,4
13,The Chocolate Room,"Pavillion Mall,Naroda, North Ahmedabad",500,"Desserts,  Coffee,  Ice Cream,  Fast Food,  Shakes",33,3.6
13,The Chocolate Room,"Satellite, West Ahmedabad",500,"Desserts,  Coffee,  Ice Cream,  Fast Food,  Shakes",4,4.7
13,The Chocolate Room,"Shree Krishna Center,Navrangpura, West Ahmedabad",500,"Desserts,  Coffee,  Ice Cream,  Fast Food,  Shakes",2,3.5
13,The Chocolate Room,"Shree Vardhman Complex,Paldi, Central Ahmedabad",500,"Desserts,  Coffee,  Ice Cream,  Fast Food,  Shakes",36,4
13,The Chocolate Room,"Sukhshine Complex,Vastrapur, West Ahmedabad",500,"Desserts,  Coffee,  Ice Cream,  Fast Food,  Shakes",59,4.2
13,The Chocolate Room,"Super Mall 2,Gandhinagar, North Ahmedabad",500,"Desserts,  Coffee,  Ice Cream,  Fast Food,  Shakes",67,3.7
13,The Chocolate Room,"University Plaza,Navrangpura, West Ahmedabad",500,"Desserts,  Coffee,  Ice Cream,  Fast Food,  Shakes",353,4.2
13,The Chocolate Room,"Vraj Complex,Satellite, West Ahmedabad",500,"Desserts,  Coffee,  Ice Cream,  Fast Food,  Shakes",21,3.5
13,The Cube Restaurant,"Vastral, East Ahmedabad",700,"North Indian,  Chinese,  Gujarati,  Ice Cream",54,4.2
13,The Dark Roast,"Mondeal Square,Prahlad Nagar, West Ahmedabad",900,"Italian,  Fast Food",54,4.3
13,The Eatery,"Four Points by Sheraton,Ellis Bridge, Central Ahmedabad",2000,"Asian,  Multi-Cuisine,  North Indian,  Continental,  South Indian,  American",61,3.9
13,The Egg Eatery,"Chandkheda, North Ahmedabad",600,Fast Food,4,4
13,The Garden Cafe,"The Fern An Ecotel Hotel,Thaltej, West Ahmedabad",1200,"Multi-Cuisine,  North Indian,  Italian,  Continental,  Thai,  Mexican,  Seafood,  Mughlai",87,4
13,The Golden BBQ,"Sabarmati, North Ahmedabad",300,Barbecue,3,4.7
13,The Grand Thakar,"Dev Arc Complex,Satellite, West Ahmedabad",800,"North Indian,  Gujarati,  Chinese",39,4.5
13,The Grand Vinayak Hotel,"Odhav, East Ahmedabad",800,"Multi-Cuisine,  North Indian,  Italian,  Chinese,  Continental,  South Indian,  Fast Food",39,4.5
